32	32	3655	0.0039629	0.0635206
64	64	13370	0.000931568	0.890478
128	128	47391	0.000225495	13.5923
256	256	52690	0.000056374	183.9314
512	512	236204	0.000014093	1178.86
32	32	1742	0.00370869	0.037516
64	64	6752	0.000899808	0.462479
128	128	25618	0.000221531	7.27526
128	128	25618	0.000221531	7.17749
128	128	25618	0.000221531	7.26617
