0	0	0
0.0494739	0	0.0494537
0.0989478	0	0.0987864
0.148422	0	0.147877
0.197896	0	0.196606
0.24737	0	0.244854
0.296843	0	0.292503
0.346317	0	0.339436
0.395791	0	0.385538
0.445265	0	0.430697
0.494739	0	0.474802
0.544213	0	0.517745
0.593687	0	0.559421
0.643161	0	0.599728
0.692635	0	0.638567
0.742109	0	0.675843
0.791582	0	0.711466
0.841056	0	0.745348
0.89053	0	0.777405
0.940004	0	0.807561
0.989478	0	0.835739
1.03895	0	0.861873
1.08843	0	0.885898
1.1379	0	0.907754
1.18737	0	0.92739
1.23685	0	0.944755
1.28632	0	0.959809
1.3358	0	0.972514
1.38527	0	0.982839
1.43474	0	0.990759
1.48422	0	0.996254
1.53369	0	0.999312
1.58316	0	0.999924
1.63264	0	0.998088
1.68211	0	0.993811
1.73159	0	0.987101
1.78106	0	0.977976
1.83053	0	0.966457
1.88001	0	0.952574
1.92948	0	0.936359
1.97896	0	0.917853
2.02843	0	0.897101
2.0779	0	0.874153
2.12738	0	0.849066
2.17685	0	0.821901
2.22633	0	0.792725
2.2758	0	0.76161
2.32527	0	0.72863
2.37475	0	0.693867
2.42422	0	0.657406
2.4737	0	0.619337
2.52317	0	0.579752
2.57264	0	0.538748
2.62212	0	0.496425
2.67159	0	0.452888
2.72106	0	0.408243
2.77054	0	0.362598
2.82001	0	0.316066
2.86949	0	0.268761
2.91896	0	0.220798
2.96843	0	0.172295
3.01791	0	0.12337
3.06738	0	0.0741428
3.11686	0	0.0247344
3.16633	0	-0.0247344
3.2158	0	-0.0741428
3.26528	0	-0.12337
3.31475	0	-0.172295
3.36423	0	-0.220798
3.4137	0	-0.268761
3.46317	0	-0.316066
3.51265	0	-0.362598
3.56212	0	-0.408243
3.61159	0	-0.452888
3.66107	0	-0.496425
3.71054	0	-0.538748
3.76002	0	-0.579752
3.80949	0	-0.619337
3.85896	0	-0.657406
3.90844	0	-0.693867
3.95791	0	-0.72863
4.00739	0	-0.76161
4.05686	0	-0.792725
4.10633	0	-0.821901
4.15581	0	-0.849066
4.20528	0	-0.874153
4.25476	0	-0.897101
4.30423	0	-0.917853
4.3537	0	-0.936359
4.40318	0	-0.952574
4.45265	0	-0.966457
4.50212	0	-0.977976
4.5516	0	-0.987101
4.60107	0	-0.993811
4.65055	0	-0.998088
4.70002	0	-0.999924
4.74949	0	-0.999312
4.79897	0	-0.996254
4.84844	0	-0.990759
4.89792	0	-0.982839
4.94739	0	-0.972514
4.99686	0	-0.959809
5.04634	0	-0.944755
5.09581	0	-0.92739
5.14529	0	-0.907754
5.19476	0	-0.885898
5.24423	0	-0.861873
5.29371	0	-0.835739
5.34318	0	-0.807561
5.39266	0	-0.777405
5.44213	0	-0.745348
5.4916	0	-0.711466
5.54108	0	-0.675843
5.59055	0	-0.638567
5.64002	0	-0.599728
5.6895	0	-0.559421
5.73897	0	-0.517745
5.78845	0	-0.474802
5.83792	0	-0.430697
5.88739	0	-0.385538
5.93687	0	-0.339436
5.98634	0	-0.292503
6.03582	0	-0.244854
